city,city_ascii,state_id,state_name,county_name,lat,lng,"city_ascii, state_id"
New York,New York,NY,New York,Queens,40.6943,-73.9249,"New York, NY"
Los Angeles,Los Angeles,CA,California,Los Angeles,34.1141,-118.4068,"Los Angeles, CA"
Chicago,Chicago,IL,Illinois,Cook,41.8375,-87.6866,"Chicago, IL"
Miami,Miami,FL,Florida,Miami-Dade,25.784,-80.2101,"Miami, FL"
Houston,Houston,TX,Texas,Harris,29.786,-95.3885,"Houston, TX"
Dallas,Dallas,TX,Texas,Dallas,32.7935,-96.7667,"Dallas, TX"
Philadelphia,Philadelphia,PA,Pennsylvania,Philadelphia,40.0077,-75.1339,"Philadelphia, PA"
Atlanta,Atlanta,GA,Georgia,Fulton,33.7628,-84.422,"Atlanta, GA"
Washington,Washington,DC,District of Columbia,District of Columbia,38.9047,-77.0163,"Washington, DC"
Boston,Boston,MA,Massachusetts,Suffolk,42.3188,-71.0852,"Boston, MA"
Phoenix,Phoenix,AZ,Arizona,Maricopa,33.5722,-112.0892,"Phoenix, AZ"
Detroit,Detroit,MI,Michigan,Wayne,42.3834,-83.1024,"Detroit, MI"
Seattle,Seattle,WA,Washington,King,47.6211,-122.3244,"Seattle, WA"
San Francisco,San Francisco,CA,California,San Francisco,37.7558,-122.4449,"San Francisco, CA"
San Diego,San Diego,CA,California,San Diego,32.8313,-117.1222,"San Diego, CA"
Minneapolis,Minneapolis,MN,Minnesota,Hennepin,44.9635,-93.2678,"Minneapolis, MN"
Tampa,Tampa,FL,Florida,Hillsborough,27.9945,-82.4447,"Tampa, FL"
Brooklyn,Brooklyn,NY,New York,Kings,40.6501,-73.9496,"Brooklyn, NY"
Denver,Denver,CO,Colorado,Denver,39.762,-104.8758,"Denver, CO"
Queens,Queens,NY,New York,Queens,40.7498,-73.7976,"Queens, NY"
Riverside,Riverside,CA,California,Riverside,33.9381,-117.3949,"Riverside, CA"
Las Vegas,Las Vegas,NV,Nevada,Clark,36.2333,-115.2654,"Las Vegas, NV"
Baltimore,Baltimore,MD,Maryland,Baltimore,39.3051,-76.6144,"Baltimore, MD"
St. Louis,St. Louis,MO,Missouri,St. Louis,38.6359,-90.2451,"St. Louis, MO"
Portland,Portland,OR,Oregon,Multnomah,45.5371,-122.65,"Portland, OR"
San Antonio,San Antonio,TX,Texas,Bexar,29.4632,-98.5238,"San Antonio, TX"
Sacramento,Sacramento,CA,California,Sacramento,38.5677,-121.4685,"Sacramento, CA"
Austin,Austin,TX,Texas,Travis,30.3005,-97.7522,"Austin, TX"
Orlando,Orlando,FL,Florida,Orange,28.4773,-81.337,"Orlando, FL"
San Juan,San Juan,PR,Puerto Rico,San Juan,18.3985,-66.061,"San Juan, PR"
San Jose,San Jose,CA,California,Santa Clara,37.3012,-121.848,"San Jose, CA"
Pittsburgh,Pittsburgh,PA,Pennsylvania,Allegheny,40.4397,-79.9763,"Pittsburgh, PA"
Indianapolis,Indianapolis,IN,Indiana,Marion,39.7771,-86.1458,"Indianapolis, IN"
Manhattan,Manhattan,NY,New York,New York,40.7834,-73.9662,"Manhattan, NY"
Cincinnati,Cincinnati,OH,Ohio,Hamilton,39.1413,-84.506,"Cincinnati, OH"
Kansas City,Kansas City,MO,Missouri,Jackson,39.1238,-94.5541,"Kansas City, MO"
Cleveland,Cleveland,OH,Ohio,Cuyahoga,41.4764,-81.6805,"Cleveland, OH"
Columbus,Columbus,OH,Ohio,Franklin,39.9862,-82.9855,"Columbus, OH"
Bronx,Bronx,NY,New York,Bronx,40.8501,-73.8662,"Bronx, NY"
Virginia Beach,Virginia Beach,VA,Virginia,Virginia Beach,36.7335,-76.0435,"Virginia Beach, VA"
Charlotte,Charlotte,NC,North Carolina,Mecklenburg,35.2083,-80.8303,"Charlotte, NC"
Milwaukee,Milwaukee,WI,Wisconsin,Milwaukee,43.0642,-87.9675,"Milwaukee, WI"
Providence,Providence,RI,Rhode Island,Providence,41.823,-71.4187,"Providence, RI"
Jacksonville,Jacksonville,FL,Florida,Duval,30.3322,-81.6749,"Jacksonville, FL"
Nashville,Nashville,TN,Tennessee,Davidson,36.1715,-86.7842,"Nashville, TN"
Salt Lake City,Salt Lake City,UT,Utah,Salt Lake,40.7776,-111.9311,"Salt Lake City, UT"
Raleigh,Raleigh,NC,North Carolina,Wake,35.8324,-78.6429,"Raleigh, NC"
Richmond,Richmond,VA,Virginia,Richmond,37.5295,-77.4756,"Richmond, VA"
Memphis,Memphis,TN,Tennessee,Shelby,35.1087,-89.9663,"Memphis, TN"
Oklahoma City,Oklahoma City,OK,Oklahoma,Oklahoma,35.4676,-97.5136,"Oklahoma City, OK"
Hartford,Hartford,CT,Connecticut,Capitol,41.7661,-72.6834,"Hartford, CT"
Louisville,Louisville,KY,Kentucky,Jefferson,38.1663,-85.6485,"Louisville, KY"
Buffalo,Buffalo,NY,New York,Erie,42.9018,-78.8487,"Buffalo, NY"
New Orleans,New Orleans,LA,Louisiana,Orleans,30.0687,-89.9288,"New Orleans, LA"
Fort Worth,Fort Worth,TX,Texas,Tarrant,32.7817,-97.3474,"Fort Worth, TX"
Bridgeport,Bridgeport,CT,Connecticut,Greater Bridgeport,41.1918,-73.1954,"Bridgeport, CT"
Tucson,Tucson,AZ,Arizona,Pima,32.1541,-110.8787,"Tucson, AZ"
El Paso,El Paso,TX,Texas,El Paso,31.8476,-106.43,"El Paso, TX"
Omaha,Omaha,NE,Nebraska,Douglas,41.2627,-96.0529,"Omaha, NE"
McAllen,McAllen,TX,Texas,Hidalgo,26.2252,-98.2467,"McAllen, TX"
Birmingham,Birmingham,AL,Alabama,Jefferson,33.5279,-86.7971,"Birmingham, AL"
Albuquerque,Albuquerque,NM,New Mexico,Bernalillo,35.1054,-106.6465,"Albuquerque, NM"
Tulsa,Tulsa,OK,Oklahoma,Tulsa,36.1283,-95.9042,"Tulsa, OK"
Fresno,Fresno,CA,California,Fresno,36.783,-119.7939,"Fresno, CA"
Charleston,Charleston,SC,South Carolina,Charleston,32.8168,-79.9687,"Charleston, SC"
Rochester,Rochester,NY,New York,Monroe,43.168,-77.6162,"Rochester, NY"
Dayton,Dayton,OH,Ohio,Montgomery,39.7805,-84.2003,"Dayton, OH"
Cape Coral,Cape Coral,FL,Florida,Lee,26.6443,-81.9957,"Cape Coral, FL"
Mission Viejo,Mission Viejo,CA,California,Orange,33.6096,-117.6551,"Mission Viejo, CA"
Colorado Springs,Colorado Springs,CO,Colorado,El Paso,38.8674,-104.7605,"Colorado Springs, CO"
Baton Rouge,Baton Rouge,LA,Louisiana,East Baton Rouge,30.442,-91.1311,"Baton Rouge, LA"
Allentown,Allentown,PA,Pennsylvania,Lehigh,40.5961,-75.4756,"Allentown, PA"
Ogden,Ogden,UT,Utah,Weber,41.2279,-111.9682,"Ogden, UT"
Provo,Provo,UT,Utah,Utah,40.2457,-111.6457,"Provo, UT"
Knoxville,Knoxville,TN,Tennessee,Knox,35.9692,-83.9496,"Knoxville, TN"
Grand Rapids,Grand Rapids,MI,Michigan,Kent,42.9619,-85.6562,"Grand Rapids, MI"
Columbia,Columbia,SC,South Carolina,Richland,34.0378,-80.9036,"Columbia, SC"
Albany,Albany,NY,New York,Albany,42.6664,-73.7987,"Albany, NY"
Bakersfield,Bakersfield,CA,California,Kern,35.3529,-119.0359,"Bakersfield, CA"
New Haven,New Haven,CT,Connecticut,South Central Connecticut,41.3113,-72.9246,"New Haven, CT"
Des Moines,Des Moines,IA,Iowa,Polk,41.5725,-93.6105,"Des Moines, IA"
Akron,Akron,OH,Ohio,Summit,41.0798,-81.5219,"Akron, OH"
Palm Bay,Palm Bay,FL,Florida,Brevard,27.9631,-80.6593,"Palm Bay, FL"
Concord,Concord,CA,California,Contra Costa,37.9722,-122.0016,"Concord, CA"
Wichita,Wichita,KS,Kansas,Sedgwick,37.6895,-97.3443,"Wichita, KS"
Mesa,Mesa,AZ,Arizona,Maricopa,33.4015,-111.7178,"Mesa, AZ"
Harrisburg,Harrisburg,PA,Pennsylvania,Dauphin,40.2752,-76.8843,"Harrisburg, PA"
Staten Island,Staten Island,NY,New York,Richmond,40.5834,-74.1496,"Staten Island, NY"
Toledo,Toledo,OH,Ohio,Lucas,41.6638,-83.5827,"Toledo, OH"
Worcester,Worcester,MA,Massachusetts,Worcester,42.2705,-71.8079,"Worcester, MA"
Long Beach,Long Beach,CA,California,Los Angeles,33.7977,-118.167,"Long Beach, CA"
Port St. Lucie,Port St. Lucie,FL,Florida,St. Lucie,27.2796,-80.3884,"Port St. Lucie, FL"
Little Rock,Little Rock,AR,Arkansas,Pulaski,34.7256,-92.3577,"Little Rock, AR"
Reno,Reno,NV,Nevada,Washoe,39.5497,-119.8483,"Reno, NV"
Spokane,Spokane,WA,Washington,Spokane,47.6671,-117.433,"Spokane, WA"
Madison,Madison,WI,Wisconsin,Dane,43.0822,-89.393,"Madison, WI"
Boise,Boise,ID,Idaho,Ada,43.6005,-116.2308,"Boise, ID"
Bonita Springs,Bonita Springs,FL,Florida,Lee,26.3558,-81.7859,"Bonita Springs, FL"
Denton,Denton,TX,Texas,Denton,33.2175,-97.1418,"Denton, TX"
Oakland,Oakland,CA,California,Alameda,37.7904,-122.2166,"Oakland, CA"
Springfield,Springfield,MA,Massachusetts,Hampden,42.1155,-72.5395,"Springfield, MA"
Augusta,Augusta,GA,Georgia,Richmond,33.3645,-82.0708,"Augusta, GA"
Kissimmee,Kissimmee,FL,Florida,Osceola,28.3041,-81.4169,"Kissimmee, FL"
Winston-Salem,Winston-Salem,NC,North Carolina,Forsyth,36.1029,-80.261,"Winston-Salem, NC"
Stockton,Stockton,CA,California,San Joaquin,37.9765,-121.3109,"Stockton, CA"
Syracuse,Syracuse,NY,New York,Onondaga,43.0407,-76.1437,"Syracuse, NY"
Chattanooga,Chattanooga,TN,Tennessee,Hamilton,35.066,-85.2481,"Chattanooga, TN"
Lancaster,Lancaster,PA,Pennsylvania,Lancaster,40.042,-76.3012,"Lancaster, PA"
Greenville,Greenville,SC,South Carolina,Greenville,34.8354,-82.3646,"Greenville, SC"
Durham,Durham,NC,North Carolina,Durham,35.9792,-78.9022,"Durham, NC"
Pensacola,Pensacola,FL,Florida,Escambia,30.4413,-87.1911,"Pensacola, FL"
Fayetteville,Fayetteville,AR,Arkansas,Washington,36.0714,-94.1661,"Fayetteville, AR"
Arlington,Arlington,TX,Texas,Tarrant,32.6998,-97.125,"Arlington, TX"
Aurora,Aurora,CO,Colorado,Arapahoe,39.7083,-104.7237,"Aurora, CO"
Oxnard,Oxnard,CA,California,Ventura,34.1964,-119.1815,"Oxnard, CA"
Indio,Indio,CA,California,Riverside,33.7346,-116.2346,"Indio, CA"
Scranton,Scranton,PA,Pennsylvania,Lackawanna,41.4044,-75.6649,"Scranton, PA"
Victorville,Victorville,CA,California,San Bernardino,34.5277,-117.3536,"Victorville, CA"
Trenton,Trenton,NJ,New Jersey,Mercer,40.2237,-74.7641,"Trenton, NJ"
Modesto,Modesto,CA,California,Stanislaus,37.6375,-121.0028,"Modesto, CA"
Huntsville,Huntsville,AL,Alabama,Madison,34.6981,-86.6412,"Huntsville, AL"
Honolulu,Honolulu,HI,Hawaii,Honolulu,21.3294,-157.846,"Honolulu, HI"
Greensboro,Greensboro,NC,North Carolina,Guilford,36.0956,-79.8271,"Greensboro, NC"
Anaheim,Anaheim,CA,California,Orange,33.839,-117.8574,"Anaheim, CA"
Corpus Christi,Corpus Christi,TX,Texas,Nueces,27.7254,-97.3767,"Corpus Christi, TX"
Fort Wayne,Fort Wayne,IN,Indiana,Allen,41.0888,-85.1436,"Fort Wayne, IN"
Fort Collins,Fort Collins,CO,Colorado,Larimer,40.5477,-105.0656,"Fort Collins, CO"
Jackson,Jackson,MS,Mississippi,Hinds,32.3157,-90.2125,"Jackson, MS"
Myrtle Beach,Myrtle Beach,SC,South Carolina,Horry,33.7094,-78.8844,"Myrtle Beach, SC"
Fayetteville,Fayetteville,NC,North Carolina,Cumberland,35.085,-78.9772,"Fayetteville, NC"
Antioch,Antioch,CA,California,Contra Costa,37.9787,-121.796,"Antioch, CA"
Lansing,Lansing,MI,Michigan,Ingham,42.7142,-84.5601,"Lansing, MI"
Lexington,Lexington,KY,Kentucky,Fayette,38.0423,-84.4587,"Lexington, KY"
Mobile,Mobile,AL,Alabama,Mobile,30.6782,-88.1162,"Mobile, AL"
Youngstown,Youngstown,OH,Ohio,Mahoning,41.0993,-80.6463,"Youngstown, OH"
Henderson,Henderson,NV,Nevada,Clark,36.0133,-115.0381,"Henderson, NV"
Savannah,Savannah,GA,Georgia,Chatham,32.0286,-81.1821,"Savannah, GA"
Poughkeepsie,Poughkeepsie,NY,New York,Dutchess,41.695,-73.9211,"Poughkeepsie, NY"
Santa Ana,Santa Ana,CA,California,Orange,33.7367,-117.8819,"Santa Ana, CA"
Ann Arbor,Ann Arbor,MI,Michigan,Washtenaw,42.2759,-83.731,"Ann Arbor, MI"
St. Paul,St. Paul,MN,Minnesota,Ramsey,44.9478,-93.1039,"St. Paul, MN"
Newark,Newark,NJ,New Jersey,Essex,40.7245,-74.1725,"Newark, NJ"
Irvine,Irvine,CA,California,Orange,33.6772,-117.7738,"Irvine, CA"
Santa Rosa,Santa Rosa,CA,California,Sonoma,38.4458,-122.7067,"Santa Rosa, CA"
Canton,Canton,OH,Ohio,Stark,40.8078,-81.3676,"Canton, OH"
Asheville,Asheville,NC,North Carolina,Buncombe,35.5707,-82.5537,"Asheville, NC"
Flint,Flint,MI,Michigan,Genesee,43.0236,-83.6921,"Flint, MI"
Winter Haven,Winter Haven,FL,Florida,Polk,28.0118,-81.7014,"Winter Haven, FL"
Anchorage,Anchorage,AK,Alaska,Anchorage,61.1508,-149.1091,"Anchorage, AK"
Lincoln,Lincoln,NE,Nebraska,Lancaster,40.8099,-96.6784,"Lincoln, NE"
Concord,Concord,NC,North Carolina,Cabarrus,35.3933,-80.6369,"Concord, NC"
Jersey City,Jersey City,NJ,New Jersey,Hudson,40.7184,-74.0686,"Jersey City, NJ"
Springfield,Springfield,MO,Missouri,Greene,37.1943,-93.2916,"Springfield, MO"
Plano,Plano,TX,Texas,Collin,33.0502,-96.7486,"Plano, TX"
Shreveport,Shreveport,LA,Louisiana,Caddo,32.4653,-93.7955,"Shreveport, LA"
Davenport,Davenport,IA,Iowa,Scott,41.5565,-90.6053,"Davenport, IA"
Lubbock,Lubbock,TX,Texas,Lubbock,33.5657,-101.8879,"Lubbock, TX"
Lakeland,Lakeland,FL,Florida,Polk,28.0557,-81.9545,"Lakeland, FL"
South Bend,South Bend,IN,Indiana,St. Joseph,41.6767,-86.2696,"South Bend, IN"
Chula Vista,Chula Vista,CA,California,San Diego,32.6281,-117.0144,"Chula Vista, CA"
Chandler,Chandler,AZ,Arizona,Maricopa,33.2825,-111.8514,"Chandler, AZ"
Rockford,Rockford,IL,Illinois,Winnebago,42.2596,-89.064,"Rockford, IL"
Reading,Reading,PA,Pennsylvania,Berks,40.34,-75.9267,"Reading, PA"
Eugene,Eugene,OR,Oregon,Lane,44.0564,-123.1174,"Eugene, OR"
Wilmington,Wilmington,NC,North Carolina,New Hanover,34.2099,-77.8866,"Wilmington, NC"
Santa Clarita,Santa Clarita,CA,California,Los Angeles,34.4175,-118.4964,"Santa Clarita, CA"
Gilbert,Gilbert,AZ,Arizona,Maricopa,33.31,-111.7463,"Gilbert, AZ"
Salem,Salem,OR,Oregon,Marion,44.9233,-123.0244,"Salem, OR"
Killeen,Killeen,TX,Texas,Bell,31.0753,-97.7297,"Killeen, TX"
Round Lake Beach,Round Lake Beach,IL,Illinois,Lake,42.3791,-88.0811,"Round Lake Beach, IL"
Columbus,Columbus,GA,Georgia,Muscogee,32.51,-84.8771,"Columbus, GA"
North Las Vegas,North Las Vegas,NV,Nevada,Clark,36.2883,-115.0888,"North Las Vegas, NV"
Kennewick,Kennewick,WA,Washington,Benton,46.1978,-119.1732,"Kennewick, WA"
St. Petersburg,St. Petersburg,FL,Florida,Pinellas,27.7931,-82.6652,"St. Petersburg, FL"
Tallahassee,Tallahassee,FL,Florida,Leon,30.4551,-84.2527,"Tallahassee, FL"
Laredo,Laredo,TX,Texas,Webb,27.5625,-99.4874,"Laredo, TX"
Irving,Irving,TX,Texas,Dallas,32.8583,-96.9702,"Irving, TX"
Peoria,Peoria,IL,Illinois,Peoria,40.752,-89.6154,"Peoria, IL"
Montgomery,Montgomery,AL,Alabama,Montgomery,32.3482,-86.2668,"Montgomery, AL"
Chesapeake,Chesapeake,VA,Virginia,Chesapeake,36.6778,-76.3023,"Chesapeake, VA"
Glendale,Glendale,AZ,Arizona,Maricopa,33.5791,-112.2311,"Glendale, AZ"
York,York,PA,Pennsylvania,York,39.9651,-76.7315,"York, PA"
Nashua,Nashua,NH,New Hampshire,Hillsborough,42.7491,-71.491,"Nashua, NH"
Garland,Garland,TX,Texas,Dallas,32.91,-96.6304,"Garland, TX"
Scottsdale,Scottsdale,AZ,Arizona,Maricopa,33.6872,-111.8651,"Scottsdale, AZ"
Lafayette,Lafayette,LA,Louisiana,Lafayette,30.2082,-92.0325,"Lafayette, LA"
Norfolk,Norfolk,VA,Virginia,Norfolk,36.8945,-76.259,"Norfolk, VA"
Arlington,Arlington,VA,Virginia,Arlington,38.8786,-77.1011,"Arlington, VA"
Appleton,Appleton,WI,Wisconsin,Outagamie,44.278,-88.3892,"Appleton, WI"
Aguadilla,Aguadilla,PR,Puerto Rico,Aguadilla,18.4382,-67.1537,"Aguadilla, PR"
Rock Hill,Rock Hill,SC,South Carolina,York,34.9415,-81.0241,"Rock Hill, SC"
Fremont,Fremont,CA,California,Alameda,37.5265,-121.9843,"Fremont, CA"
Fargo,Fargo,ND,North Dakota,Cass,46.8651,-96.8292,"Fargo, ND"
Gulfport,Gulfport,MS,Mississippi,Harrison,30.4274,-89.0704,"Gulfport, MS"
Bremerton,Bremerton,WA,Washington,Kitsap,47.5436,-122.7121,"Bremerton, WA"
Green Bay,Green Bay,WI,Wisconsin,Brown,44.5148,-87.9895,"Green Bay, WI"
Enterprise,Enterprise,NV,Nevada,Clark,36.0091,-115.2278,"Enterprise, NV"
Hialeah,Hialeah,FL,Florida,Miami-Dade,25.8696,-80.3045,"Hialeah, FL"
Deltona,Deltona,FL,Florida,Volusia,28.905,-81.2137,"Deltona, FL"
San Bernardino,San Bernardino,CA,California,San Bernardino,34.1416,-117.2943,"San Bernardino, CA"
Gainesville,Gainesville,FL,Florida,Alachua,29.6804,-82.3459,"Gainesville, FL"
Spring Valley,Spring Valley,NV,Nevada,Clark,36.0952,-115.2636,"Spring Valley, NV"
Tacoma,Tacoma,WA,Washington,Pierce,47.2431,-122.4531,"Tacoma, WA"
Roanoke,Roanoke,VA,Virginia,Roanoke,37.2785,-79.9581,"Roanoke, VA"
Brownsville,Brownsville,TX,Texas,Cameron,25.9975,-97.458,"Brownsville, TX"
College Station,College Station,TX,Texas,Brazos,30.5852,-96.2959,"College Station, TX"
Olympia,Olympia,WA,Washington,Thurston,47.0417,-122.8959,"Olympia, WA"
Clarksville,Clarksville,TN,Tennessee,Montgomery,36.5692,-87.3413,"Clarksville, TN"
Yonkers,Yonkers,NY,New York,Westchester,40.9466,-73.8673,"Yonkers, NY"
Moreno Valley,Moreno Valley,CA,California,Riverside,33.9244,-117.2045,"Moreno Valley, CA"
Thousand Oaks,Thousand Oaks,CA,California,Ventura,34.1914,-118.8756,"Thousand Oaks, CA"
Portland,Portland,ME,Maine,Cumberland,43.6773,-70.2715,"Portland, ME"
Fontana,Fontana,CA,California,San Bernardino,34.0968,-117.4599,"Fontana, CA"
Hickory,Hickory,NC,North Carolina,Catawba,35.741,-81.3223,"Hickory, NC"
Amarillo,Amarillo,TX,Texas,Potter,35.1984,-101.8316,"Amarillo, TX"
Sioux Falls,Sioux Falls,SD,South Dakota,Minnehaha,43.5396,-96.7311,"Sioux Falls, SD"
Evansville,Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341,"Evansville, IN"
Huntington,Huntington,WV,West Virginia,Cabell,38.4109,-82.4345,"Huntington, WV"
Waterbury,Waterbury,CT,Connecticut,Naugatuck Valley,41.5582,-73.0361,"Waterbury, CT"
Frisco,Frisco,TX,Texas,Collin,33.156,-96.8216,"Frisco, TX"
Lorain,Lorain,OH,Ohio,Lorain,41.4409,-82.184,"Lorain, OH"
Kalamazoo,Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882,"Kalamazoo, MI"
Galveston,Galveston,TX,Texas,Galveston,29.2484,-94.8913,"Galveston, TX"
Spartanburg,Spartanburg,SC,South Carolina,Spartanburg,34.9442,-81.9251,"Spartanburg, SC"
Santa Barbara,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,"Santa Barbara, CA"
Sunrise Manor,Sunrise Manor,NV,Nevada,Clark,36.1783,-115.0487,"Sunrise Manor, NV"
Huntington Beach,Huntington Beach,CA,California,Orange,33.696,-118.0018,"Huntington Beach, CA"
Grand Prairie,Grand Prairie,TX,Texas,Dallas,32.6871,-97.0208,"Grand Prairie, TX"
Overland Park,Overland Park,KS,Kansas,Johnson,38.887,-94.687,"Overland Park, KS"
McKinney,McKinney,TX,Texas,Collin,33.2016,-96.667,"McKinney, TX"
Waco,Waco,TX,Texas,McLennan,31.5599,-97.1882,"Waco, TX"
Hagerstown,Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,"Hagerstown, MD"
Glendale,Glendale,CA,California,Los Angeles,34.1819,-118.2468,"Glendale, CA"
Nampa,Nampa,ID,Idaho,Canyon,43.5844,-116.5638,"Nampa, ID"
Peoria,Peoria,AZ,Arizona,Maricopa,33.7843,-112.2989,"Peoria, AZ"
Cedar Rapids,Cedar Rapids,IA,Iowa,Linn,41.9662,-91.6783,"Cedar Rapids, IA"
Vancouver,Vancouver,WA,Washington,Clark,45.6366,-122.5967,"Vancouver, WA"
Paradise,Paradise,NV,Nevada,Clark,36.0872,-115.1355,"Paradise, NV"
Ocala,Ocala,FL,Florida,Marion,29.178,-82.1511,"Ocala, FL"
Erie,Erie,PA,Pennsylvania,Erie,42.1167,-80.0733,"Erie, PA"
Newport News,Newport News,VA,Virginia,Newport News,37.1051,-76.5185,"Newport News, VA"
Frederick,Frederick,MD,Maryland,Frederick,39.4337,-77.4141,"Frederick, MD"
Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,35.849,-86.4121,"Murfreesboro, TN"
Fort Lauderdale,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,"Fort Lauderdale, FL"
Aurora,Aurora,IL,Illinois,Kane,41.7638,-88.2902,"Aurora, IL"
Tempe,Tempe,AZ,Arizona,Maricopa,33.3881,-111.9319,"Tempe, AZ"
Danbury,Danbury,CT,Connecticut,Western Connecticut,41.4015,-73.4709,"Danbury, CT"
Spring Hill,Spring Hill,FL,Florida,Hernando,28.4798,-82.53,"Spring Hill, FL"
Gastonia,Gastonia,NC,North Carolina,Gaston,35.2494,-81.1854,"Gastonia, NC"
Salinas,Salinas,CA,California,Monterey,36.6883,-121.6317,"Salinas, CA"
Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,"Fredericksburg, VA"
Ontario,Ontario,CA,California,San Bernardino,34.0393,-117.6064,"Ontario, CA"
Elk Grove,Elk Grove,CA,California,Sacramento,38.4161,-121.3842,"Elk Grove, CA"
Gainesville,Gainesville,GA,Georgia,Hall,34.2902,-83.8294,"Gainesville, GA"
Cary,Cary,NC,North Carolina,Wake,35.7819,-78.8195,"Cary, NC"
Rancho Cucamonga,Rancho Cucamonga,CA,California,San Bernardino,34.1247,-117.5667,"Rancho Cucamonga, CA"
Oceanside,Oceanside,CA,California,San Diego,33.2247,-117.3083,"Oceanside, CA"
Garden Grove,Garden Grove,CA,California,Orange,33.7787,-117.9601,"Garden Grove, CA"
Lancaster,Lancaster,CA,California,Los Angeles,34.6935,-118.1753,"Lancaster, CA"
Hemet,Hemet,CA,California,Riverside,33.7341,-116.9969,"Hemet, CA"
Pembroke Pines,Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,"Pembroke Pines, FL"
Panama City,Panama City,FL,Florida,Bay,30.1995,-85.6003,"Panama City, FL"
Vallejo,Vallejo,CA,California,Solano,38.1125,-122.2342,"Vallejo, CA"
Manchester,Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,"Manchester, NH"
Medford,Medford,OR,Oregon,Jackson,42.3372,-122.854,"Medford, OR"
Bayamón,Bayamon,PR,Puerto Rico,Bayamón,18.3794,-66.1635,"Bayamon, PR"
Mauldin,Mauldin,SC,South Carolina,Greenville,34.7821,-82.3032,"Mauldin, SC"
Santa Cruz,Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,"Santa Cruz, CA"
Palmdale,Palmdale,CA,California,Los Angeles,34.5944,-118.1057,"Palmdale, CA"
Norwich,Norwich,CT,Connecticut,Southeastern Connecticut,41.5495,-72.0882,"Norwich, CT"
Muskegon,Muskegon,MI,Michigan,Muskegon,43.2281,-86.2562,"Muskegon, MI"
Leesburg,Leesburg,FL,Florida,Lake,28.7672,-81.8962,"Leesburg, FL"
High Point,High Point,NC,North Carolina,Guilford,35.991,-79.9937,"High Point, NC"
Tuscaloosa,Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5268,"Tuscaloosa, AL"
Visalia,Visalia,CA,California,Tulare,36.3276,-119.3269,"Visalia, CA"
Marysville,Marysville,WA,Washington,Snohomish,48.0809,-122.1561,"Marysville, WA"
Merced,Merced,CA,California,Merced,37.3057,-120.4779,"Merced, CA"
Hayward,Hayward,CA,California,Alameda,37.6328,-122.0766,"Hayward, CA"
Lafayette,Lafayette,IN,Indiana,Tippecanoe,40.3991,-86.8593,"Lafayette, IN"
Springfield,Springfield,IL,Illinois,Sangamon,39.7709,-89.654,"Springfield, IL"
Corona,Corona,CA,California,Riverside,33.8616,-117.5649,"Corona, CA"
Paterson,Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,"Paterson, NJ"
Alexandria,Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,"Alexandria, VA"
Macon,Macon,GA,Georgia,Bibb,32.8065,-83.6974,"Macon, GA"
Binghamton,Binghamton,NY,New York,Broome,42.1014,-75.9093,"Binghamton, NY"
Lakewood,Lakewood,CO,Colorado,Jefferson,39.6977,-105.1172,"Lakewood, CO"
Kansas City,Kansas City,KS,Kansas,Wyandotte,39.1235,-94.7443,"Kansas City, KS"
Odessa,Odessa,TX,Texas,Ector,31.8801,-102.3448,"Odessa, TX"
Sunnyvale,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0255,"Sunnyvale, CA"
New Bedford,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,"New Bedford, MA"
Hollywood,Hollywood,FL,Florida,Broward,26.0293,-80.1679,"Hollywood, FL"
South Lyon,South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,"South Lyon, MI"
Escondido,Escondido,CA,California,San Diego,33.1348,-117.0723,"Escondido, CA"
Lake Charles,Lake Charles,LA,Louisiana,Calcasieu,30.201,-93.2111,"Lake Charles, LA"
Pasadena,Pasadena,TX,Texas,Harris,29.6575,-95.1498,"Pasadena, TX"
Bellevue,Bellevue,WA,Washington,King,47.5951,-122.1535,"Bellevue, WA"
Joliet,Joliet,IL,Illinois,Will,41.5188,-88.1499,"Joliet, IL"
Champaign,Champaign,IL,Illinois,Champaign,40.1142,-88.2737,"Champaign, IL"
Pomona,Pomona,CA,California,Los Angeles,34.0585,-117.7626,"Pomona, CA"
Fairfield,Fairfield,CA,California,Solano,38.2583,-122.0335,"Fairfield, CA"
Mesquite,Mesquite,TX,Texas,Dallas,32.7602,-96.5865,"Mesquite, TX"
